product_id,product_name,jumlah_penjualan,harga,diskon,status
P01227,Produk 1227,123,104516,21,Laris
P01228,Produk 1228,213,126821,11,Tidak
P01229,Produk 1229,179,94704,15,Laris
P01230,Produk 1230,117,31768,17,Tidak
P01231,Produk 1231,175,100748,17,Laris
P01232,Produk 1232,180,108244,11,Tidak
P01233,Produk 1233,124,106323,6,Tidak
P01234,Produk 1234,190,121132,10,Tidak
P01235,Produk 1235,172,114636,15,Tidak
P01236,Produk 1236,210,69741,14,Laris
P01237,Produk 1237,192,121149,14,Laris
P01238,Produk 1238,155,106045,10,Tidak
P01239,Produk 1239,145,102699,11,Tidak
P01240,Produk 1240,176,114646,15,Laris
P01241,Produk 1241,203,103284,8,Tidak
P01242,Produk 1242,162,99809,15,Laris
P01243,Produk 1243,161,123195,14,Laris
P01244,Produk 1244,133,87191,21,Laris
P01245,Produk 1245,207,98680,10,Laris
P01246,Produk 1246,150,101805,7,Tidak
P01247,Produk 1247,113,69267,15,Tidak
P01248,Produk 1248,211,85433,16,Laris
P01249,Produk 1249,163,117602,15,Laris
P01250,Produk 1250,162,95079,20,Laris
P01251,Produk 1251,123,71812,14,Tidak
P01252,Produk 1252,191,120931,10,Tidak
P01253,Produk 1253,152,104004,18,Laris
P01254,Produk 1254,181,101244,15,Laris
P01255,Produk 1255,153,69955,5,Tidak
P01256,Produk 1256,153,110854,18,Laris
P01257,Produk 1257,129,84894,21,Laris
P01258,Produk 1258,190,136948,11,Tidak
P01259,Produk 1259,225,78304,9,Tidak
P01260,Produk 1260,96,122004,23,Laris
P01261,Produk 1261,113,76800,12,Tidak
P01262,Produk 1262,191,106225,8,Tidak
P01263,Produk 1263,146,102215,12,Tidak
P01264,Produk 1264,166,83789,18,Laris
P01265,Produk 1265,109,97267,22,Laris
P01266,Produk 1266,156,113643,17,Laris
P01267,Produk 1267,187,105858,14,Laris
P01268,Produk 1268,171,95076,12,Tidak
P01269,Produk 1269,155,81226,10,Tidak
P01270,Produk 1270,181,109871,13,Laris
P01271,Produk 1271,231,127081,7,Tidak
P01272,Produk 1272,121,102782,20,Laris
P01273,Produk 1273,191,148237,3,Tidak
P01274,Produk 1274,179,89467,16,Tidak
P01275,Produk 1275,156,145774,13,Laris
P01276,Produk 1276,155,132724,10,Tidak
P01277,Produk 1277,182,107791,14,Laris
P01278,Produk 1278,177,119649,14,Laris
P01279,Produk 1279,183,105448,8,Tidak
P01280,Produk 1280,191,73393,19,Laris
P01281,Produk 1281,232,76701,14,Laris
P01282,Produk 1282,114,126387,21,Laris
P01283,Produk 1283,141,75571,13,Tidak
P01284,Produk 1284,133,101288,19,Laris
P01285,Produk 1285,128,116709,20,Laris
P01286,Produk 1286,262,192560,6,Tidak
P01287,Produk 1287,112,58914,11,Tidak
P01288,Produk 1288,168,107463,15,Tidak
P01289,Produk 1289,156,95088,19,Laris
P01290,Produk 1290,162,112369,14,Laris
P01291,Produk 1291,74,66465,9,Tidak
P01292,Produk 1292,199,120250,8,Tidak
P01293,Produk 1293,164,115776,13,Laris
P01294,Produk 1294,151,68514,23,Laris
P01295,Produk 1295,188,122177,7,Tidak
P01296,Produk 1296,172,116355,17,Laris
P01297,Produk 1297,209,97704,13,Laris
P01298,Produk 1298,144,116831,16,Laris
P01299,Produk 1299,189,98621,16,Laris
P01300,Produk 1300,143,86403,22,Laris
P01301,Produk 1301,209,149481,7,Laris
P01302,Produk 1302,175,118819,14,Laris
P01303,Produk 1303,160,88747,20,Laris
P01304,Produk 1304,161,58413,13,Tidak
P01305,Produk 1305,164,118354,12,Laris
P01306,Produk 1306,141,132053,14,Laris
P01307,Produk 1307,209,102092,15,Laris
P01308,Produk 1308,164,138881,13,Laris
P01309,Produk 1309,210,118815,11,Laris
P01310,Produk 1310,147,112685,14,Laris
P01311,Produk 1311,147,108417,15,Laris
P01312,Produk 1312,220,82174,12,Laris
P01313,Produk 1313,97,108182,26,Laris
P01314,Produk 1314,196,90860,16,Laris
P01315,Produk 1315,189,113050,10,Laris
P01316,Produk 1316,196,106227,15,Laris
P01317,Produk 1317,157,113247,15,Laris
P01318,Produk 1318,81,78484,14,Tidak
P01319,Produk 1319,156,120096,17,Laris
P01320,Produk 1320,61,23658,18,Tidak
P01321,Produk 1321,202,97883,14,Laris
P01322,Produk 1322,194,132079,10,Tidak
P01323,Produk 1323,153,121142,13,Tidak
P01324,Produk 1324,195,121692,13,Laris
P01325,Produk 1325,130,139478,18,Laris
P01326,Produk 1326,148,105431,21,Laris
P01327,Produk 1327,186,94582,9,Tidak
P01328,Produk 1328,170,95000,20,Laris
P01329,Produk 1329,173,104126,18,Laris
P01330,Produk 1330,189,130350,6,Tidak
P01331,Produk 1331,161,109048,17,Laris
P01332,Produk 1332,174,93524,18,Laris
P01333,Produk 1333,186,94171,10,Tidak
P01334,Produk 1334,149,129563,16,Laris
P01335,Produk 1335,192,117280,8,Tidak
P01336,Produk 1336,118,68197,12,Tidak
P01337,Produk 1337,153,122850,10,Tidak
P01338,Produk 1338,230,144175,13,Tidak
P01339,Produk 1339,179,117934,11,Tidak
P01340,Produk 1340,91,108542,23,Laris
P01341,Produk 1341,146,98945,21,Laris
P01342,Produk 1342,139,89045,9,Tidak
P01343,Produk 1343,168,119394,17,Laris
P01344,Produk 1344,171,137480,9,Laris
P01345,Produk 1345,173,101471,15,Tidak
P01346,Produk 1346,162,116967,15,Tidak
P01347,Produk 1347,187,161659,14,Tidak
P01348,Produk 1348,227,115134,8,Laris
P01349,Produk 1349,106,61720,15,Tidak
P01350,Produk 1350,73,62497,8,Tidak
P01351,Produk 1351,144,75875,12,Tidak
P01352,Produk 1352,225,88725,12,Tidak
P01353,Produk 1353,162,120614,8,Tidak
P01354,Produk 1354,122,68358,24,Laris
P01355,Produk 1355,208,133664,8,Tidak
P01356,Produk 1356,151,98692,12,Laris
P01357,Produk 1357,218,149183,9,Tidak
P01358,Produk 1358,174,151607,10,Tidak
P01359,Produk 1359,112,130322,19,Laris
P01360,Produk 1360,167,76999,9,Tidak
P01361,Produk 1361,91,98107,10,Tidak
P01362,Produk 1362,64,34050,14,Tidak
P01363,Produk 1363,146,127874,16,Laris
P01364,Produk 1364,171,173504,6,Laris
P01365,Produk 1365,204,122573,10,Tidak
P01366,Produk 1366,115,105075,22,Laris
P01367,Produk 1367,165,136080,12,Laris
P01368,Produk 1368,149,105919,13,Laris
P01369,Produk 1369,189,77687,12,Laris
P01370,Produk 1370,131,116369,19,Laris
P01371,Produk 1371,137,143801,16,Laris
P01372,Produk 1372,200,129089,12,Tidak
P01373,Produk 1373,177,104209,13,Tidak
P01374,Produk 1374,166,116878,14,Laris
P01375,Produk 1375,188,110201,13,Laris
P01376,Produk 1376,149,127192,17,Laris
P01377,Produk 1377,209,82428,9,Tidak
P01378,Produk 1378,200,116776,12,Tidak
P01379,Produk 1379,253,92182,8,Laris
P01380,Produk 1380,112,76002,22,Laris
P01381,Produk 1381,142,105643,10,Tidak
P01382,Produk 1382,141,57764,10,Tidak
P01383,Produk 1383,244,170703,8,Tidak
P01384,Produk 1384,197,125511,9,Tidak
P01385,Produk 1385,145,100917,20,Laris
P01386,Produk 1386,203,131169,10,Laris
P01387,Produk 1387,166,119648,15,Laris
P01388,Produk 1388,114,10000,13,Tidak
P01389,Produk 1389,157,113242,7,Tidak
P01390,Produk 1390,92,51197,14,Tidak
P01391,Produk 1391,274,161200,10,Tidak
P01392,Produk 1392,145,110563,8,Tidak
P01393,Produk 1393,150,95170,17,Laris
P01394,Produk 1394,120,58115,14,Tidak
P01395,Produk 1395,172,118083,15,Laris
P01396,Produk 1396,169,102915,13,Laris
P01397,Produk 1397,115,57377,12,Tidak
P01398,Produk 1398,205,131970,6,Tidak
P01399,Produk 1399,152,95597,9,Tidak
P01400,Produk 1400,206,126402,11,Laris
P01401,Produk 1401,176,89141,19,Laris
P01402,Produk 1402,170,131299,11,Tidak
P01403,Produk 1403,223,176268,6,Tidak
P01404,Produk 1404,180,141552,8,Laris
P01405,Produk 1405,192,103039,13,Laris
P01406,Produk 1406,128,62914,12,Tidak
P01407,Produk 1407,152,118703,14,Laris
P01408,Produk 1408,224,128580,8,Laris
P01409,Produk 1409,226,132052,8,Laris
P01410,Produk 1410,163,93216,19,Laris
P01411,Produk 1411,161,83584,12,Tidak
P01412,Produk 1412,186,157298,11,Laris
P01413,Produk 1413,107,119018,20,Laris
P01414,Produk 1414,158,99557,17,Laris
P01415,Produk 1415,157,83311,10,Tidak
P01416,Produk 1416,135,139962,17,Laris
P01417,Produk 1417,182,115842,14,Laris
P01418,Produk 1418,219,125255,10,Tidak
P01419,Produk 1419,169,133584,12,Laris
P01420,Produk 1420,191,137957,10,Laris
P01421,Produk 1421,180,85807,11,Tidak
P01422,Produk 1422,165,106472,6,Tidak
P01423,Produk 1423,227,121916,8,Tidak
P01424,Produk 1424,158,89068,18,Laris
P01425,Produk 1425,162,86117,16,Laris
P01426,Produk 1426,149,97863,14,Tidak
P01427,Produk 1427,217,84173,14,Laris
P01428,Produk 1428,89,143289,16,Laris
P01429,Produk 1429,249,134799,9,Tidak
P01430,Produk 1430,148,120050,12,Tidak
P01431,Produk 1431,171,51769,22,Tidak
P01432,Produk 1432,213,83187,11,Laris
P01433,Produk 1433,127,61576,25,Laris
P01434,Produk 1434,155,107499,16,Laris
P01435,Produk 1435,213,90857,14,Laris
P01436,Produk 1436,158,106266,18,Laris
P01437,Produk 1437,220,118673,8,Tidak
P01438,Produk 1438,130,68111,13,Tidak
P01439,Produk 1439,150,97451,11,Tidak
P01440,Produk 1440,142,103157,20,Laris
P01441,Produk 1441,170,88150,13,Tidak
P01442,Produk 1442,136,120074,17,Laris
P01443,Produk 1443,122,115166,8,Tidak
P01444,Produk 1444,174,125449,10,Tidak
P01445,Produk 1445,143,109900,17,Laris
P01446,Produk 1446,107,110667,21,Laris
P01447,Produk 1447,134,98844,19,Laris
P01448,Produk 1448,171,137169,14,Laris
P01449,Produk 1449,160,101138,17,Tidak
P01450,Produk 1450,146,62888,11,Tidak
P01451,Produk 1451,141,80727,21,Laris
P01452,Produk 1452,105,77196,10,Tidak
P01453,Produk 1453,209,151946,7,Laris
P01454,Produk 1454,256,133770,6,Tidak
P01455,Produk 1455,144,125889,17,Laris
P01456,Produk 1456,185,121612,5,Tidak
P01457,Produk 1457,142,117715,9,Tidak
P01458,Produk 1458,180,102838,13,Laris
P01459,Produk 1459,151,96037,20,Laris
P01460,Produk 1460,168,74477,17,Laris
P01461,Produk 1461,174,118932,11,Tidak
P01462,Produk 1462,147,93330,16,Laris
P01463,Produk 1463,186,100130,15,Laris
P01464,Produk 1464,169,113080,7,Tidak
P01465,Produk 1465,193,102131,10,Tidak
P01466,Produk 1466,194,93890,17,Laris
P01467,Produk 1467,156,110740,16,Laris
P01468,Produk 1468,117,125567,20,Laris
P01469,Produk 1469,157,99269,20,Tidak
P01470,Produk 1470,180,129122,12,Laris
P01471,Produk 1471,178,101836,12,Tidak
P01472,Produk 1472,186,104792,15,Laris
P01473,Produk 1473,57,24897,14,Tidak
P01474,Produk 1474,165,117161,16,Laris
P01475,Produk 1475,135,109811,8,Tidak
P01476,Produk 1476,59,84989,13,Tidak
P01477,Produk 1477,222,65657,17,Laris
P01478,Produk 1478,190,123690,16,Tidak
P01479,Produk 1479,177,140953,7,Tidak
P01480,Produk 1480,159,71900,22,Laris
P01481,Produk 1481,185,84407,17,Laris
P01482,Produk 1482,197,110181,7,Tidak
P01483,Produk 1483,164,121190,15,Laris
P01484,Produk 1484,159,137659,12,Laris
P01485,Produk 1485,152,161258,13,Laris
P01486,Produk 1486,181,108236,14,Tidak
P01487,Produk 1487,185,107085,12,Tidak
P01488,Produk 1488,160,118167,10,Tidak
P01489,Produk 1489,221,146052,10,Tidak
P01490,Produk 1490,207,136688,9,Tidak
P01491,Produk 1491,174,154576,12,Tidak
P01492,Produk 1492,194,89460,15,Laris
P01493,Produk 1493,176,123158,14,Tidak
P01494,Produk 1494,111,94389,13,Tidak
P01495,Produk 1495,110,71879,14,Laris
P01496,Produk 1496,145,141122,17,Laris
P01497,Produk 1497,149,97331,10,Tidak
P01498,Produk 1498,169,114539,15,Laris
P01499,Produk 1499,111,84859,8,Tidak
P01500,Produk 1500,150,86200,10,Tidak
P01501,Produk 1501,228,118962,8,Laris
P01502,Produk 1502,170,104416,9,Tidak
P01503,Produk 1503,113,95571,15,Tidak
P01504,Produk 1504,203,107318,14,Laris
P01505,Produk 1505,174,101271,10,Tidak
P01506,Produk 1506,263,174041,7,Tidak
P01507,Produk 1507,200,147054,7,Laris
P01508,Produk 1508,173,105405,8,Tidak
P01509,Produk 1509,226,87776,14,Laris
P01510,Produk 1510,191,97012,11,Tidak
P01511,Produk 1511,232,101699,10,Laris
P01512,Produk 1512,123,103623,21,Laris
P01513,Produk 1513,177,115188,14,Laris
P01514,Produk 1514,142,85364,10,Tidak
P01515,Produk 1515,126,100750,11,Tidak
P01516,Produk 1516,121,166984,12,Laris
P01517,Produk 1517,176,101300,14,Tidak
P01518,Produk 1518,157,117914,18,Laris
P01519,Produk 1519,84,64917,10,Tidak
P01520,Produk 1520,176,98419,16,Laris
P01521,Produk 1521,145,79486,20,Laris
P01522,Produk 1522,179,88950,10,Tidak
P01523,Produk 1523,112,125408,11,Tidak
P01524,Produk 1524,201,137345,12,Tidak
P01525,Produk 1525,143,83053,12,Tidak
P01526,Produk 1526,160,75299,22,Laris
P01527,Produk 1527,168,84253,18,Laris
P01528,Produk 1528,173,86012,8,Laris
P01529,Produk 1529,169,111081,12,Tidak
P01530,Produk 1530,110,115263,18,Laris
P01531,Produk 1531,156,123186,9,Tidak
P01532,Produk 1532,176,108066,10,Tidak
P01533,Produk 1533,179,101491,10,Tidak
P01534,Produk 1534,179,119774,12,Laris
P01535,Produk 1535,149,81986,15,Tidak
P01536,Produk 1536,142,97521,20,Laris
P01537,Produk 1537,144,109760,10,Tidak
P01538,Produk 1538,196,96589,16,Laris
P01539,Produk 1539,125,98884,10,Tidak
P01540,Produk 1540,141,121058,11,Tidak
P01541,Produk 1541,188,83458,17,Laris
P01542,Produk 1542,140,98048,12,Tidak
P01543,Produk 1543,235,165563,11,Tidak
P01544,Produk 1544,161,109329,15,Laris
P01545,Produk 1545,136,128769,17,Laris
P01546,Produk 1546,143,90821,11,Tidak
P01547,Produk 1547,168,83396,10,Tidak
P01548,Produk 1548,215,94557,12,Laris
P01549,Produk 1549,198,123472,11,Laris
P01550,Produk 1550,154,97653,9,Tidak
P01551,Produk 1551,146,110685,18,Laris
P01552,Produk 1552,168,65104,9,Tidak
P01553,Produk 1553,157,115531,7,Tidak
P01554,Produk 1554,158,88138,10,Tidak
P01555,Produk 1555,138,146338,15,Laris
P01556,Produk 1556,151,66750,11,Tidak
P01557,Produk 1557,178,177552,7,Tidak
P01558,Produk 1558,172,120300,14,Laris
P01559,Produk 1559,146,96638,20,Tidak
P01560,Produk 1560,135,72749,22,Laris
P01561,Produk 1561,126,51864,13,Laris
P01562,Produk 1562,165,103016,19,Laris
P01563,Produk 1563,139,90163,11,Tidak
P01564,Produk 1564,146,99550,17,Laris
P01565,Produk 1565,173,111471,10,Tidak
P01566,Produk 1566,159,91427,17,Laris
P01567,Produk 1567,141,96540,12,Tidak
P01568,Produk 1568,222,186185,6,Tidak
P01569,Produk 1569,173,136589,6,Tidak
P01570,Produk 1570,238,150021,7,Tidak
P01571,Produk 1571,227,158207,9,Tidak
P01572,Produk 1572,230,71449,14,Laris
P01573,Produk 1573,180,114514,17,Laris
P01574,Produk 1574,195,96102,13,Tidak
P01575,Produk 1575,197,103000,6,Tidak
P01576,Produk 1576,141,103685,19,Laris
P01577,Produk 1577,170,109554,16,Laris
P01578,Produk 1578,167,145534,12,Laris
P01579,Produk 1579,131,78920,12,Laris
P01580,Produk 1580,156,114631,15,Tidak
P01581,Produk 1581,107,76233,11,Tidak
P01582,Produk 1582,208,132804,10,Laris
P01583,Produk 1583,102,136114,17,Laris
P01584,Produk 1584,213,167978,7,Tidak
P01585,Produk 1585,183,74715,12,Tidak
P01586,Produk 1586,163,116468,18,Laris
P01587,Produk 1587,171,117873,8,Tidak
P01588,Produk 1588,159,98548,10,Tidak
P01589,Produk 1589,141,149139,13,Laris
P01590,Produk 1590,161,113734,10,Tidak
P01591,Produk 1591,208,103856,11,Laris
P01592,Produk 1592,157,77953,10,Tidak
P01593,Produk 1593,207,127010,12,Tidak
P01594,Produk 1594,202,128936,8,Tidak
P01595,Produk 1595,167,105833,9,Tidak
P01596,Produk 1596,132,117568,13,Tidak
P01597,Produk 1597,152,77421,23,Laris
P01598,Produk 1598,209,130856,8,Tidak
P01599,Produk 1599,220,108782,15,Tidak
P01600,Produk 1600,169,143210,9,Tidak
P01601,Produk 1601,161,106947,16,Laris
P01602,Produk 1602,229,150130,6,Tidak
P01603,Produk 1603,222,124784,8,Tidak
P01604,Produk 1604,184,106167,13,Laris
P01605,Produk 1605,164,101904,20,Laris
P01606,Produk 1606,210,109699,10,Tidak
P01607,Produk 1607,136,134665,16,Laris
P01608,Produk 1608,130,95418,11,Tidak
P01609,Produk 1609,174,125761,11,Tidak
P01610,Produk 1610,182,130297,14,Laris
P01611,Produk 1611,99,131521,19,Laris
P01612,Produk 1612,161,84368,12,Laris
P01613,Produk 1613,120,86951,10,Tidak
P01614,Produk 1614,152,95280,9,Tidak
P01615,Produk 1615,120,54131,10,Tidak
P01616,Produk 1616,175,108154,14,Laris
P01617,Produk 1617,175,130541,13,Laris
P01618,Produk 1618,142,95119,17,Laris
P01619,Produk 1619,101,47440,14,Tidak
P01620,Produk 1620,175,123998,10,Tidak
P01621,Produk 1621,216,72546,15,Laris
P01622,Produk 1622,179,112777,14,Laris
P01623,Produk 1623,149,111893,11,Tidak
P01624,Produk 1624,129,88948,21,Laris
P01625,Produk 1625,170,129987,12,Laris
P01626,Produk 1626,121,120110,19,Laris
P01627,Produk 1627,144,94309,20,Laris
P01628,Produk 1628,141,107323,19,Tidak
P01629,Produk 1629,128,106494,18,Laris
P01630,Produk 1630,172,121460,12,Laris
P01631,Produk 1631,167,119361,14,Laris
P01632,Produk 1632,186,71894,18,Tidak
P01633,Produk 1633,184,110936,9,Tidak
P01634,Produk 1634,209,95537,14,Laris
P01635,Produk 1635,191,99456,8,Tidak
P01636,Produk 1636,174,122662,16,Laris
P01637,Produk 1637,141,109455,20,Laris
P01638,Produk 1638,226,113050,5,Tidak
P01639,Produk 1639,154,99656,18,Laris
P01640,Produk 1640,137,106925,18,Laris
P01641,Produk 1641,222,125984,9,Laris
P01642,Produk 1642,215,131961,8,Laris
P01643,Produk 1643,201,71958,18,Laris
P01644,Produk 1644,135,90652,20,Laris
P01645,Produk 1645,171,88138,17,Laris
P01646,Produk 1646,191,123982,5,Tidak
P01647,Produk 1647,212,92397,13,Laris
P01648,Produk 1648,208,141779,12,Tidak
P01649,Produk 1649,136,112529,11,Tidak
P01650,Produk 1650,173,117585,17,Laris
P01651,Produk 1651,173,104039,6,Tidak
P01652,Produk 1652,202,110005,10,Laris
P01653,Produk 1653,153,97991,15,Laris
P01654,Produk 1654,143,75578,13,Tidak
P01655,Produk 1655,159,110464,16,Laris
P01656,Produk 1656,166,93062,18,Laris
P01657,Produk 1657,148,67912,16,Tidak
P01658,Produk 1658,170,98220,18,Tidak
P01659,Produk 1659,177,113860,16,Laris
P01660,Produk 1660,167,62948,22,Laris
P01661,Produk 1661,80,87976,11,Tidak
P01662,Produk 1662,145,105751,17,Tidak
P01663,Produk 1663,158,107084,9,Tidak
P01664,Produk 1664,154,85708,12,Tidak
P01665,Produk 1665,138,88449,10,Tidak
P01666,Produk 1666,192,149772,7,Tidak
P01667,Produk 1667,109,55810,8,Tidak
P01668,Produk 1668,145,129785,7,Tidak
P01669,Produk 1669,163,124592,11,Tidak
P01670,Produk 1670,165,112106,15,Laris
P01671,Produk 1671,204,112932,13,Tidak
P01672,Produk 1672,155,112298,11,Tidak
P01673,Produk 1673,119,100466,13,Tidak
P01674,Produk 1674,220,128605,11,Tidak
P01675,Produk 1675,209,110348,12,Laris
P01676,Produk 1676,121,107176,8,Tidak
P01677,Produk 1677,149,91041,19,Tidak
P01678,Produk 1678,172,94833,5,Tidak
P01679,Produk 1679,141,134329,15,Laris
P01680,Produk 1680,126,120614,18,Laris
P01681,Produk 1681,193,147451,9,Tidak
P01682,Produk 1682,135,76701,8,Tidak
P01683,Produk 1683,190,85495,8,Tidak
P01684,Produk 1684,173,83471,8,Tidak
P01685,Produk 1685,152,108080,17,Laris
P01686,Produk 1686,87,35549,17,Tidak
P01687,Produk 1687,244,133207,11,Tidak
P01688,Produk 1688,187,99485,15,Laris
P01689,Produk 1689,144,105978,9,Tidak
P01690,Produk 1690,150,77605,11,Tidak
P01691,Produk 1691,254,136802,5,Laris
P01692,Produk 1692,180,143527,10,Tidak
P01693,Produk 1693,150,104392,9,Tidak
P01694,Produk 1694,154,83923,19,Laris
P01695,Produk 1695,125,120722,19,Laris
P01696,Produk 1696,166,110585,16,Laris
P01697,Produk 1697,149,86699,7,Tidak
P01698,Produk 1698,169,105584,15,Laris
P01699,Produk 1699,193,110391,10,Laris
P01700,Produk 1700,248,143961,6,Tidak
P01701,Produk 1701,143,120813,18,Laris
P01702,Produk 1702,170,89129,12,Tidak
P01703,Produk 1703,180,141961,7,Tidak
P01704,Produk 1704,106,92224,10,Tidak
P01705,Produk 1705,199,108360,14,Laris
P01706,Produk 1706,196,147175,7,Laris
P01707,Produk 1707,186,103707,16,Laris
P01708,Produk 1708,166,85251,6,Tidak
P01709,Produk 1709,139,102799,14,Tidak
P01710,Produk 1710,125,80323,22,Laris
P01711,Produk 1711,144,109033,17,Laris
P01712,Produk 1712,170,101728,13,Tidak
P01713,Produk 1713,123,120738,10,Tidak
P01714,Produk 1714,211,133623,10,Tidak
P01715,Produk 1715,133,85438,11,Tidak
P01716,Produk 1716,129,113806,17,Laris
P01717,Produk 1717,153,85500,5,Tidak
P01718,Produk 1718,135,122024,12,Tidak
P01719,Produk 1719,151,115767,14,Laris
P01720,Produk 1720,150,126743,8,Tidak
P01721,Produk 1721,148,94071,20,Laris
P01722,Produk 1722,165,109146,17,Laris
P01723,Produk 1723,151,144377,13,Laris
P01724,Produk 1724,181,104118,16,Tidak
P01725,Produk 1725,174,127618,8,Tidak
P01726,Produk 1726,132,132063,16,Laris
P01727,Produk 1727,170,79243,20,Laris
P01728,Produk 1728,166,109777,15,Laris
P01729,Produk 1729,89,35697,17,Tidak
P01730,Produk 1730,154,106931,9,Tidak
P01731,Produk 1731,202,104390,12,Tidak
P01732,Produk 1732,133,115683,19,Laris
P01733,Produk 1733,173,147080,12,Tidak
P01734,Produk 1734,122,103426,22,Laris
P01735,Produk 1735,137,79331,10,Tidak
P01736,Produk 1736,122,66338,10,Tidak
P01737,Produk 1737,135,53263,13,Tidak
P01738,Produk 1738,157,110163,17,Laris
P01739,Produk 1739,203,118891,8,Tidak
P01740,Produk 1740,180,97642,18,Laris
P01741,Produk 1741,230,118657,6,Tidak
P01742,Produk 1742,163,110823,16,Laris
P01743,Produk 1743,129,143543,14,Laris
P01744,Produk 1744,163,119062,5,Tidak
P01745,Produk 1745,246,157157,7,Laris
P01746,Produk 1746,193,74807,16,Laris
P01747,Produk 1747,176,101640,16,Laris
P01748,Produk 1748,130,114456,18,Laris
P01749,Produk 1749,247,120394,12,Tidak
P01750,Produk 1750,199,139926,10,Tidak
P01751,Produk 1751,284,139424,4,Tidak
P01752,Produk 1752,164,102363,17,Laris
P01753,Produk 1753,162,79880,10,Tidak
P01754,Produk 1754,137,75860,24,Laris
P01755,Produk 1755,187,105334,12,Tidak
P01756,Produk 1756,230,109456,10,Laris
P01757,Produk 1757,105,96797,14,Tidak
P01758,Produk 1758,160,101641,11,Tidak
P01759,Produk 1759,152,128112,16,Laris
P01760,Produk 1760,172,97824,17,Laris
P01761,Produk 1761,138,96665,20,Laris
P01762,Produk 1762,161,89629,11,Tidak
P01763,Produk 1763,131,86977,11,Tidak
P01764,Produk 1764,179,103054,14,Laris
P01765,Produk 1765,155,91284,14,Tidak
P01766,Produk 1766,100,65117,12,Tidak
P01767,Produk 1767,200,97245,12,Laris
P01768,Produk 1768,185,112572,9,Tidak
P01769,Produk 1769,172,61089,12,Tidak
P01770,Produk 1770,204,115567,10,Laris
P01771,Produk 1771,164,91050,13,Tidak
P01772,Produk 1772,128,104802,22,Laris
P01773,Produk 1773,145,120318,10,Tidak
P01774,Produk 1774,101,45311,14,Tidak
P01775,Produk 1775,218,152666,6,Laris
P01776,Produk 1776,230,165983,7,Tidak
P01777,Produk 1777,41,58732,11,Tidak
P01778,Produk 1778,206,79234,16,Laris
P01779,Produk 1779,137,87270,9,Tidak
P01780,Produk 1780,215,75771,14,Laris
P01781,Produk 1781,180,123010,14,Laris
P01782,Produk 1782,216,116518,9,Laris
P01783,Produk 1783,172,93694,14,Laris
P01784,Produk 1784,159,59019,9,Tidak
P01785,Produk 1785,162,106118,16,Tidak
P01786,Produk 1786,191,119072,10,Tidak
P01787,Produk 1787,140,134396,15,Tidak
P01788,Produk 1788,148,81457,19,Laris
P01789,Produk 1789,150,77816,10,Tidak
P01790,Produk 1790,176,93542,13,Tidak
P01791,Produk 1791,105,128709,10,Tidak
P01792,Produk 1792,149,89936,9,Tidak
P01793,Produk 1793,152,110945,11,Laris
P01794,Produk 1794,51,50543,15,Tidak
P01795,Produk 1795,195,82353,16,Laris
P01796,Produk 1796,170,107145,15,Laris
P01797,Produk 1797,222,126300,8,Tidak
P01798,Produk 1798,145,85573,11,Tidak
P01799,Produk 1799,119,100050,9,Tidak
P01800,Produk 1800,146,96413,17,Laris
P01801,Produk 1801,187,105773,12,Tidak
P01802,Produk 1802,151,104627,17,Laris
P01803,Produk 1803,94,84472,15,Tidak
P01804,Produk 1804,152,86266,15,Tidak
P01805,Produk 1805,165,108131,11,Tidak
P01806,Produk 1806,179,115852,7,Tidak
P01807,Produk 1807,85,67138,13,Tidak
P01808,Produk 1808,151,92212,9,Tidak
P01809,Produk 1809,159,107463,9,Tidak
P01810,Produk 1810,118,119213,12,Tidak
P01811,Produk 1811,175,129386,13,Laris
P01812,Produk 1812,206,109884,9,Tidak
P01813,Produk 1813,210,171179,7,Tidak
P01814,Produk 1814,120,54985,8,Tidak
P01815,Produk 1815,137,115349,8,Tidak
P01816,Produk 1816,210,82112,10,Tidak
P01817,Produk 1817,185,131257,5,Tidak
P01818,Produk 1818,106,98340,15,Tidak
P01819,Produk 1819,128,92641,10,Tidak
P01820,Produk 1820,152,90240,16,Tidak
P01821,Produk 1821,136,138588,14,Laris
P01822,Produk 1822,216,72951,19,Laris
P01823,Produk 1823,163,87354,17,Laris
P01824,Produk 1824,200,131062,5,Tidak
P01825,Produk 1825,158,101635,17,Laris
P01826,Produk 1826,112,78941,16,Tidak
P01827,Produk 1827,190,147179,8,Tidak
P01828,Produk 1828,229,141029,9,Tidak
P01829,Produk 1829,117,146261,15,Laris
P01830,Produk 1830,200,150763,10,Tidak
P01831,Produk 1831,138,70584,11,Tidak
P01832,Produk 1832,197,128297,6,Laris
P01833,Produk 1833,39,59663,10,Tidak
P01834,Produk 1834,195,100428,14,Laris
P01835,Produk 1835,203,151046,5,Tidak
P01836,Produk 1836,171,107836,15,Laris
P01837,Produk 1837,139,102012,4,Tidak
P01838,Produk 1838,146,84632,8,Tidak
P01839,Produk 1839,130,95291,14,Tidak
P01840,Produk 1840,168,77688,19,Tidak
P01841,Produk 1841,178,121390,10,Tidak
P01842,Produk 1842,160,97665,16,Tidak
P01843,Produk 1843,157,125545,14,Laris
P01844,Produk 1844,196,156763,11,Tidak
P01845,Produk 1845,214,109434,10,Laris
P01846,Produk 1846,175,105660,9,Tidak
